agent_id,o_zone_id,d_zone_id,o_node_id,d_node_id,agent_type,PCE,time_period,distance,travel_time,node_sequence,time_sequence
100,21,41,6253,5578,1,1.0000,0712:35_0712:35,6.485,12.204,6253;5868;5174;5587;11259;5214;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;5440;11125;5436;5578;,0712:30;0713:22;0713:42;0714:11;0714:52;0715:05;0715:55;0716:34;0717:10;0718:15;0718:45;0719:10;0719:40;0720:45;0721:19;0721:32;0722:29;0723:13;0723:40;0724:06;0724:48;
101,41,3,5578,11159,1,1.0000,0712:30_0712:30,3.200,4.590,5578;5436;5018;5017;11146;5736;11148;5113;11160;5112;11159;,0712:30;0713:11;0713:53;0714:35;0714:56;0715:16;0715:35;0716:04;0716:23;0716:40;0717:06;
102,1,20,5577,1356,1,1.0000,0723:08_0723:08,4.821,8.952,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1356;,0723:06;0723:27;0724:10;0724:51;0725:28;0725:42;0725:55;0726:29;0727:34;0728:04;0728:29;0728:59;0730:04;0730:40;0731:19;0732:06;
103,27,35,1346,1290,1,1.0000,0756:02_0756:02,3.245,6.360,1346;11172;5112;5589;5114;11161;5103;5820;11147;5022;4952;1290;,0756:00;0756:45;0757:08;0757:31;0757:54;0758:19;0758:50;0759:55;0800:29;0800:42;0801:38;0802:24;
104,41,18,5578,1286,1,1.0000,0707:36_0707:36,1.154,2.487,5578;5436;11125;1286;,0707:36;0708:17;0708:42;0710:06;
105,12,14,11151,5037,1,1.0000,0700:42_0700:42,1.599,3.193,11151;5109;11150;5027;5010;4958;5030;11128;5037;,0700:42;0701:09;0701:20;0701:49;0702:21;0702:36;0702:51;0703:08;0703:54;
106,13,33,5034,1351,1,1.0000,0719:56_0719:56,5.033,8.766,5034;11129;5027;5009;5863;5524;5022;11147;5820;5103;11161;5114;5589;5112;11172;5210;5211;5209;1351;,0719:54;0720:23;0720:38;0720:53;0721:12;0721:59;0722:19;0722:32;0723:06;0724:10;0724:41;0725:06;0725:30;0725:53;0726:15;0727:01;0727:26;0727:58;0728:42;
107,41,5,5578,11282,1,1.0000,0733:47_0733:47,4.968,7.415,5578;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;11282;,0733:42;0734:27;0735:09;0735:51;0736:12;0736:33;0736:52;0737:21;0737:39;0737:57;0738:20;0739:06;0739:30;0740:02;0740:39;0741:12;
108,18,15,1286,4899,1,1.0000,0735:06_0735:06,2.109,4.187,1286;11125;5440;11127;11126;5441;5861;10872;5030;4899;,0735:06;0736:26;0736:54;0737:20;0737:52;0738:04;0738:14;0738:26;0738:44;0739:18;
109,3,11,11159,5119,1,1.0000,0759:58_0759:58,2.338,4.217,11159;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0759:54;0800:22;0800:45;0801:08;0801:50;0802:04;0802:17;0802:31;0802:44;0802:58;0803:12;0803:26;0803:47;0804:00;0804:12;
110,3,19,11159,1352,1,1.0000,0733:32_0733:32,1.865,3.252,11159;5112;11172;5210;5211;5209;1352;,0733:30;0733:56;0734:19;0735:05;0735:29;0736:01;0736:48;
111,34,9,1322,5356,1,1.0000,0722:18_0722:18,3.859,8.287,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0722:18;0722:56;0723:20;0724:18;0725:23;0726:06;0726:44;0727:34;0727:47;0728:28;0728:57;0729:17;0730:09;0730:36;
112,17,31,1289,1314,1,1.0000,0748:30_0748:30,1.286,2.593,1289;5018;5017;11146;1314;,0748:30;0749:15;0749:57;0750:17;0751:06;
113,3,21,11159,6253,1,1.0000,0742:54_0742:54,3.894,7.490,11159;5112;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0742:54;0743:18;0743:40;0744:04;0744:33;0745:39;0746:15;0746:53;0747:43;0747:56;0748:37;0749:07;0749:26;0750:24;
114,9,21,5356,6253,1,1.0000,0720:43_0720:43,0.922,2.171,5356;5216;5868;6253;,0720:42;0721:09;0722:01;0722:54;
115,24,11,1325,5119,1,1.0000,0710:10_0710:10,0.630,1.625,1325;10853;11910;5118;5727;5119;,0710:06;0710:39;0711:03;0711:24;0711:36;0711:48;
116,12,9,11151,5356,1,1.0000,0713:43_0713:43,2.947,6.380,11151;5109;4804;5106;5117;1358;3000;3001;8172;6185;5175;11507;5216;5356;,0713:42;0714:10;0714:41;0715:13;0717:05;0717:18;0717:30;0717:42;0717:55;0718:37;0718:50;0719:02;0719:36;0720:06;
117,17,21,1289,6253,1,1.0000,0713:50_0713:50,5.371,10.659,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0713:48;0714:32;0715:28;0715:41;0716:15;0717:20;0717:50;0718:16;0718:45;0719:50;0720:27;0721:05;0721:55;0722:08;0722:49;0723:19;0723:38;0724:30;
118,5,28,11282,1359,1,1.0000,0715:19_0715:19,3.023,5.972,11282;5208;11261;5214;11259;5587;5174;5868;5216;11507;5175;6185;1359;,0715:18;0715:47;0716:08;0716:36;0716:50;0717:31;0718:00;0718:20;0719:12;0719:45;0719:58;0720:10;0721:18;
119,9,13,5356,5034,1,1.0000,0707:58_0707:58,3.376,7.222,5356;5216;11507;5175;6185;8172;3000;1358;5117;5106;4804;5109;11150;5027;11129;5034;,0707:54;0708:24;0708:58;0709:10;0709:23;0710:05;0710:17;0710:30;0710:42;0712:42;0713:14;0713:45;0713:56;0714:25;0714:39;0715:12;
120,26,34,1323,1322,1,1.0000,0703:01_0703:01,0.388,1.177,1323;11161;1322;,0703:00;0703:22;0704:12;
121,11,32,5119,1285,1,1.0000,0754:59_0754:59,4.317,8.613,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;11124;5017;5018;1285;,0754:54;0755:05;0755:18;0755:39;0755:53;0757:45;0758:18;0758:49;0759:12;0759:41;0759:56;0800:15;0801:02;0801:22;0801:36;0802:12;0802:54;0803:36;
122,6,3,5238,11159,1,1.0000,0724:31_0724:31,2.654,4.179,5238;5208;5209;5211;5210;11172;5112;11159;,0724:30;0725:31;0726:08;0726:40;0727:05;0727:51;0728:14;0728:42;
123,18,37,1286,1353,1,1.0000,0753:23_0753:23,3.639,7.512,1286;11125;5440;4952;5022;11147;5820;5103;11161;5114;5589;1353;,0753:18;0754:43;0755:10;0755:54;0756:51;0757:12;0757:45;0758:50;0759:21;0759:46;0800:10;0800:54;
124,1,21,5577,6253,1,1.0000,0737:04_0737:04,6.324,11.829,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0737:00;0737:22;0738:05;0738:47;0739:23;0739:37;0739:50;0740:24;0741:29;0742:00;0742:25;0742:54;0743:59;0744:48;0745:26;0746:16;0746:29;0747:10;0747:39;0747:59;0748:54;
125,17,21,1289,6253,1,1.0000,0715:06_0715:06,5.371,10.595,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0715:06;0715:47;0716:44;0716:57;0717:31;0718:36;0719:06;0719:32;0720:01;0721:06;0721:43;0722:21;0723:11;0723:24;0724:05;0724:34;0724:54;0725:42;
126,41,9,5578,5356,1,1.0000,0712:54_0712:54,6.818,12.386,5578;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0712:54;0713:35;0714:17;0714:59;0715:35;0715:49;0716:03;0716:37;0717:41;0718:12;0718:37;0719:06;0720:12;0720:48;0721:26;0722:16;0722:29;0723:10;0723:40;0723:59;0724:51;0725:18;
127,3,9,11159,5356,1,1.0000,0741:24_0741:24,4.137,7.999,11159;5112;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0741:24;0741:47;0742:10;0742:34;0743:03;0744:08;0744:54;0745:32;0746:22;0746:35;0747:16;0747:45;0748:05;0748:57;0749:24;
128,2,35,11123,1290,1,1.0000,0751:36_0751:36,1.519,2.984,11123;5017;11124;5022;4952;1290;,0751:36;0752:03;0752:39;0752:53;0753:49;0754:36;
129,17,34,1289,1319,1,1.0000,0731:35_0731:35,0.712,2.108,1289;11124;1319;,0731:30;0733:02;0733:42;
130,3,34,11159,1322,1,1.0000,0707:44_0707:44,0.725,1.454,11159;5112;5589;1322;,0707:42;0708:08;0708:31;0709:12;
131,2,3,11123,11159,1,1.0000,0735:36_0735:36,2.020,2.985,11123;5017;11146;5736;11148;5113;11160;5112;11159;,0735:36;0736:03;0736:24;0736:44;0737:03;0737:32;0737:50;0738:08;0738:36;
132,20,17,1356,1289,1,1.0000,0756:05_0756:05,3.868,8.107,1356;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;1289;,0756:00;0756:52;0757:30;0758:06;0759:11;0759:41;0800:06;0800:37;0801:41;0802:15;0802:28;0803:25;0804:12;
133,5,27,11282,1348,1,1.0000,0737:32_0737:32,1.531,2.757,11282;5208;5209;5211;5210;1348;,0737:30;0737:59;0738:36;0739:08;0739:33;0740:18;
134,13,15,5034,4899,1,1.0000,0708:10_0708:10,1.292,2.333,5034;11129;5027;5010;4958;5030;4899;,0708:06;0708:37;0708:52;0709:24;0709:38;0709:54;0710:30;
135,6,11,5238,5119,1,1.0000,0755:28_0755:28,4.480,7.530,5238;5208;5209;5211;5210;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0755:24;0756:28;0757:05;0757:37;0758:02;0758:48;0759:11;0759:33;0759:57;0800:38;0800:52;0801:06;0801:19;0801:33;0801:47;0802:00;0802:14;0802:36;0802:48;0803:00;
136,15,34,4899,1319,1,1.0000,0753:22_0753:22,2.122,3.820,4899;5030;4958;5010;5027;5009;5863;5524;5022;11147;1319;,0753:18;0753:54;0754:09;0754:24;0754:56;0755:11;0755:30;0756:17;0756:37;0756:50;0757:12;
137,35,11,1290,5119,1,1.0000,0758:59_0758:59,3.829,8.011,1290;4952;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0758:54;0759:42;0800:38;0801:06;0801:52;0802:12;0802:27;0802:56;0803:07;0803:38;0804:10;0806:02;0806:16;0806:38;0806:50;0807:00;
138,7,34,11281,1322,1,1.0000,0744:31_0744:31,2.688,5.680,11281;5214;6256;5232;5219;11173;5114;5589;1322;,0744:30;0745:26;0746:16;0746:54;0747:30;0748:36;0749:05;0749:29;0750:12;
139,7,19,11281,1352,1,1.0000,0709:23_0709:23,1.101,2.514,11281;5214;6256;1352;,0709:18;0710:18;0711:08;0711:54;
140,2,41,11123,5578,1,1.0000,0741:37_0741:37,1.705,2.572,11123;5017;5018;5436;5578;,0741:36;0742:03;0742:45;0743:28;0744:12;
141,1,24,5577,1325,1,1.0000,0740:12_0740:12,5.062,9.692,5577;5436;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;11910;10853;1325;,0740:12;0740:31;0741:13;0741:55;0742:31;0742:45;0743:05;0743:52;0744:11;0744:26;0744:56;0745:07;0745:38;0746:10;0748:02;0748:16;0748:37;0748:58;0749:23;0749:54;
142,17,41,1289,5578,1,1.0000,0715:41_0715:41,1.207,2.213,1289;5018;5436;5578;,0715:36;0716:26;0717:08;0717:54;
143,3,41,11159,5578,1,1.0000,0707:22_0707:22,3.200,4.633,11159;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0707:18;0707:45;0708:03;0708:21;0708:50;0709:09;0709:30;0709:51;0710:33;0711:15;0712:00;
144,41,33,5578,1351,1,1.0000,0722:40_0722:40,4.553,7.017,5578;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;1351;,0722:36;0723:21;0724:03;0724:45;0725:06;0725:26;0725:46;0726:15;0726:33;0726:51;0727:14;0727:59;0728:24;0728:56;0729:42;
145,5,24,11282,1325,1,1.0000,0746:20_0746:20,4.396,7.863,11282;5208;5209;5211;5210;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0746:18;0746:47;0747:24;0747:56;0748:21;0749:07;0749:29;0749:52;0750:16;0750:57;0751:11;0751:24;0751:38;0751:52;0752:05;0752:19;0752:33;0752:54;0753:15;0753:40;0754:12;
146,11,22,5119,3689,1,1.0000,0700:50_0700:50,1.370,3.167,5119;5727;5118;10854;7210;11763;5730;8172;6185;5175;11507;3689;,0700:48;0700:56;0701:09;0701:30;0701:39;0701:51;0702:07;0702:34;0703:16;0703:29;0703:41;0704:00;
147,14,11,5037,5119,1,1.0000,0712:49_0712:49,3.145,6.971,5037;11128;5030;4958;5010;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0712:48;0713:30;0713:47;0714:03;0714:17;0714:49;0715:19;0715:30;0716:18;0716:50;0718:42;0718:56;0719:24;0719:36;0719:48;
148,7,9,11281,5356,1,1.0000,0759:53_0759:53,2.058,4.000,11281;5214;11259;5587;5174;5868;5216;5356;,0759:48;0800:49;0801:02;0801:43;0802:12;0802:32;0803:24;0803:54;
149,37,9,1349,5356,1,1.0000,0754:08_0754:08,2.890,6.066,1349;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0754:06;0754:54;0755:42;0756:20;0757:10;0757:23;0758:04;0758:33;0758:53;0759:45;0800:12;
150,34,9,1322,5356,1,1.0000,0727:52_0727:52,3.859,7.728,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0727:48;0728:30;0728:54;0729:23;0730:28;0731:05;0731:43;0732:33;0732:46;0733:27;0733:57;0734:16;0735:08;0735:36;
151,37,12,1353,11151,1,1.0000,0757:50_0757:50,3.060,6.653,1353;5589;5114;5592;1;2;3;4;5;5117;5106;4804;5109;11151;,0757:48;0758:34;0758:58;0759:39;0759:53;0800:07;0800:20;0800:34;0800:48;0801:01;0802:53;0803:26;0803:57;0804:30;
152,6,21,5238,6253,1,1.0000,0708:22_0708:22,2.510,4.432,5238;5208;11261;5214;11259;5587;5174;5868;6253;,0708:18;0709:22;0709:44;0710:12;0710:25;0711:06;0711:36;0711:55;0712:48;
153,41,9,5578,5356,1,1.0000,0752:45_0752:45,6.818,12.546,5578;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0752:42;0753:25;0754:08;0754:49;0755:26;0755:40;0756:00;0756:33;0757:38;0758:09;0758:34;0759:03;0800:09;0800:45;0801:23;0802:13;0802:26;0803:07;0803:37;0803:56;0804:48;0805:18;
154,6,41,5238,5578,1,1.0000,0700:01_0700:01,5.342,7.977,5238;5208;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0700:00;0701:02;0701:38;0702:11;0702:35;0703:21;0703:44;0704:02;0704:20;0704:49;0705:08;0705:29;0705:49;0706:31;0707:14;0708:00;
155,3,9,11159,5356,1,1.0000,0758:42_0758:42,4.137,7.889,11159;5112;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0758:42;0759:06;0759:28;0759:52;0800:21;0801:27;0802:03;0802:41;0803:31;0803:44;0804:25;0804:55;0805:14;0806:06;0806:36;
156,12,41,11151,5578,1,1.0000,0723:20_0723:20,3.388,6.058,11151;5109;11150;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0723:18;0723:47;0723:58;0724:27;0724:42;0725:01;0725:48;0726:08;0727:05;0727:49;0728:16;0728:42;0729:24;
157,1,3,5577,11159,1,1.0000,0725:20_0725:20,2.949,4.263,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11159;,0725:18;0725:38;0726:21;0727:03;0727:23;0727:44;0728:03;0728:32;0728:50;0729:08;0729:36;
158,1,31,5577,1314,1,1.0000,0728:41_0728:41,1.717,2.902,5577;5436;5018;5017;11146;1314;,0728:36;0729:00;0729:43;0730:24;0730:45;0731:36;
159,12,9,11151,5356,1,1.0000,0738:37_0738:37,2.947,6.370,11151;5109;4804;5106;5117;1358;3000;3001;8172;6185;5175;11507;5216;5356;,0738:36;0739:04;0739:35;0740:08;0742:00;0742:12;0742:25;0742:37;0742:49;0743:32;0743:44;0743:57;0744:31;0745:00;
160,1,3,5577,11159,1,1.0000,0714:52_0714:52,2.949,4.233,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11159;,0714:48;0715:10;0715:53;0716:34;0716:55;0717:16;0717:35;0718:04;0718:22;0718:40;0719:06;
161,16,11,11827,5119,1,1.0000,0720:05_0720:05,4.159,8.515,11827;5440;4952;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0720:00;0720:26;0721:10;0722:06;0722:26;0723:13;0723:32;0723:54;0724:30;0724:40;0725:11;0725:44;0727:36;0727:50;0728:11;0728:24;0728:36;
162,36,17,1299,1289,1,1.0000,0753:00_0753:00,2.259,4.594,1299;11129;5027;5009;5863;5524;5022;4952;1289;,0753:00;0754:02;0754:16;0754:31;0754:50;0755:37;0755:57;0756:54;0757:36;
163,7,24,11281,1325,1,1.0000,0726:10_0726:10,4.080,8.520,11281;5214;6256;5232;5219;11173;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0726:06;0727:05;0727:55;0728:34;0729:10;0730:15;0730:45;0731:26;0731:40;0731:53;0732:07;0732:21;0732:34;0732:48;0733:02;0733:23;0733:44;0734:09;0734:42;
164,3,33,11159,1351,1,1.0000,0722:31_0722:31,1.866,3.274,11159;5112;11172;5210;5211;5209;1351;,0722:30;0722:55;0723:18;0724:04;0724:28;0725:00;0725:48;
165,35,36,1290,1299,1,1.0000,0716:14_0716:14,2.267,4.655,1290;4952;5022;5524;5863;5009;5027;11129;1299;,0716:12;0716:57;0717:54;0718:14;0719:00;0719:20;0719:35;0719:49;0720:54;
166,3,13,11159,5034,1,1.0000,0717:18_0717:18,3.679,6.384,11159;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;11129;5034;,0717:18;0717:42;0718:05;0718:28;0718:54;0719:24;0720:29;0721:03;0721:16;0721:36;0722:23;0722:42;0722:57;0723:11;0723:42;
167,37,28,1353,1359,1,1.0000,0738:46_0738:46,2.927,6.928,1353;11173;5219;5232;11183;5215;5588;11184;11257;5175;6185;1359;,0738:42;0739:31;0740:37;0741:13;0741:51;0742:15;0742:33;0743:06;0743:56;0744:28;0744:40;0745:42;
168,6,19,5238,1352,1,1.0000,0720:50_0720:50,1.292,2.355,5238;5208;5209;1352;,0720:48;0721:51;0722:28;0723:12;
169,21,11,6253,5119,1,1.0000,0749:41_0749:41,2.239,5.008,6253;5868;5216;11507;5175;6185;8172;5730;11763;7210;10854;5118;5727;5119;,0749:36;0750:28;0751:20;0751:54;0752:06;0752:19;0753:01;0753:28;0753:45;0753:56;0754:06;0754:19;0754:32;0754:42;
170,27,34,1346,1322,1,1.0000,0707:28_0707:28,0.968,2.117,1346;11172;5112;5589;1322;,0707:24;0708:12;0708:35;0708:57;0709:36;
171,20,32,1356,1285,1,1.0000,0724:00_0724:00,4.365,8.797,1356;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;11124;5017;5018;1285;,0724:00;0724:46;0725:24;0726:01;0727:06;0727:35;0728:00;0728:42;0729:46;0730:20;0730:33;0730:47;0731:24;0732:06;0732:48;
172,1,30,5577,1360,1,1.0000,0728:58_0728:58,4.962,9.418,5577;5436;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;10854;7210;10850;1360;,0728:54;0729:17;0730:00;0730:41;0731:18;0731:32;0731:52;0732:39;0732:58;0733:13;0733:42;0733:53;0734:24;0734:56;0736:48;0737:02;0737:24;0737:37;0737:47;0737:53;0738:24;
173,24,21,1325,6253,1,1.0000,0712:10_0712:10,2.529,6.021,1325;10853;11910;5118;10854;7210;11763;5730;8172;6185;5175;11507;5216;5868;6253;,0712:06;0712:39;0713:04;0713:24;0713:38;0713:48;0713:59;0714:16;0714:42;0715:25;0715:37;0715:50;0716:23;0717:15;0718:12;
174,32,26,1285,1323,1,1.0000,0757:46_0757:46,2.629,5.029,1285;5018;5017;11124;5022;11147;5820;5103;11161;1323;,0757:42;0758:27;0759:08;0759:45;0759:59;0800:12;0800:46;0801:51;0802:21;0802:48;
175,2,28,11123,1359,1,1.0000,0736:03_0736:03,3.843,7.540,11123;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0736:00;0736:29;0737:06;0737:20;0737:40;0738:27;0738:46;0739:01;0739:30;0739:41;0740:12;0740:44;0742:36;0742:49;0743:01;0743:14;0743:36;
176,7,30,11281,1360,1,1.0000,0716:29_0716:29,2.983,6.213,11281;5214;11259;5587;5174;5868;5216;11507;5175;6185;8172;5730;1360;,0716:24;0717:24;0717:48;0718:29;0718:58;0719:18;0720:10;0720:43;0720:56;0721:08;0721:51;0722:17;0722:42;
177,17,34,1289,1319,1,1.0000,0738:29_0738:29,0.712,2.105,1289;11124;1319;,0738:24;0739:56;0740:36;
178,3,5,11159,11282,1,1.0000,0758:24_0758:24,2.280,3.584,11159;5112;11172;5210;5211;5209;5208;11282;,0758:24;0758:48;0759:11;0759:57;0800:21;0800:53;0801:30;0802:00;
179,3,2,11159,11123,1,1.0000,0718:59_0718:59,2.020,3.013,11159;5112;11160;5113;11148;5736;11146;5017;11123;,0718:54;0719:22;0719:40;0719:59;0720:28;0720:47;0721:07;0721:28;0722:00;
180,1,14,5577,5037,1,1.0000,0728:31_0728:31,2.288,4.067,5577;5436;11125;5440;11127;11126;5441;5861;10872;5030;11128;5037;,0728:30;0728:50;0729:15;0729:43;0730:09;0730:41;0730:53;0731:03;0731:15;0731:34;0731:50;0732:36;
181,21,26,6253,1323,1,1.0000,0743:47_0743:47,3.775,7.812,6253;5868;5174;5587;11259;5214;6256;5232;5219;11173;5114;5592;1323;,0743:42;0744:42;0745:01;0745:31;0746:12;0746:25;0747:15;0747:53;0748:29;0749:34;0750:04;0750:45;0751:36;
182,5,11,11282,5119,1,1.0000,0705:16_0705:16,4.106,6.919,11282;5208;5209;5211;5210;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0705:12;0705:44;0706:21;0706:53;0707:17;0708:03;0708:26;0708:49;0709:12;0709:54;0710:07;0710:21;0710:35;0710:48;0711:02;0711:16;0711:29;0711:51;0712:04;0712:12;
183,34,24,1322,1325,1,1.0000,0701:18_0701:18,2.349,4.999,1322;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0701:18;0701:56;0702:19;0703:01;0703:15;0703:28;0703:42;0703:55;0704:09;0704:23;0704:37;0704:58;0705:18;0705:43;0706:18;
184,6,1,5238,5577,1,1.0000,0726:23_0726:23,5.091,7.611,5238;5208;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;5577;,0726:18;0727:24;0728:00;0728:32;0728:57;0729:43;0730:06;0730:24;0730:42;0731:11;0731:30;0731:51;0732:11;0732:53;0733:36;0734:00;
185,5,24,11282,1325,1,1.0000,0716:36_0716:36,4.396,7.899,11282;5208;5209;5211;5210;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0716:36;0717:03;0717:40;0718:12;0718:36;0719:22;0719:45;0720:08;0720:31;0721:13;0721:27;0721:40;0721:54;0722:08;0722:21;0722:35;0722:49;0723:10;0723:30;0723:55;0724:30;
186,2,26,11123,1323,1,1.0000,0737:55_0737:55,2.155,4.171,11123;5017;11124;5022;11147;5820;5103;11161;1323;,0737:54;0738:21;0738:58;0739:12;0739:36;0740:09;0741:14;0741:45;0742:06;
187,1,8,5577,10847,1,1.0000,0706:08_0706:08,6.502,12.060,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;10847;,0706:06;0706:27;0707:09;0707:51;0708:27;0708:41;0708:55;0709:42;0710:46;0711:17;0711:42;0712:11;0713:17;0713:53;0714:31;0715:21;0715:34;0716:15;0716:45;0717:04;0717:56;0718:12;
188,18,21,1286,6253,1,1.0000,0732:31_0732:31,6.263,12.468,1286;11125;5440;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0732:30;0733:51;0734:19;0735:03;0735:59;0736:13;0736:47;0737:51;0738:22;0738:47;0739:17;0740:22;0740:58;0741:36;0742:26;0742:39;0743:20;0743:50;0744:10;0745:00;
189,34,15,1319,4899,1,1.0000,0712:30_0712:30,2.227,4.088,1319;11124;5022;5524;5863;5009;5027;5010;4958;5030;4899;,0712:30;0713:05;0713:19;0713:39;0714:26;0714:45;0715:00;0715:32;0715:47;0716:02;0716:36;
190,3,20,11159,1356,1,1.0000,0733:50_0733:50,2.391,4.852,11159;5112;5589;5114;11173;5219;5232;6256;1356;,0733:48;0734:14;0734:37;0735:00;0735:30;0736:35;0737:11;0737:49;0738:42;
191,32,19,1285,1352,1,1.0000,0713:30_0713:30,3.847,6.295,1285;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;1352;,0713:30;0714:11;0714:52;0715:13;0715:34;0715:53;0716:22;0716:40;0716:58;0717:21;0718:07;0718:31;0719:03;0719:48;
192,12,34,11151,1319,1,1.0000,0728:33_0728:33,1.770,3.445,11151;5109;11150;5027;5009;5863;5524;5022;11147;1319;,0728:30;0729:00;0729:11;0729:40;0729:55;0730:14;0731:01;0731:21;0731:34;0732:00;
193,17,21,1289,6253,1,1.0000,0736:36_0736:36,5.371,10.584,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0736:36;0737:18;0738:14;0738:28;0739:02;0740:06;0740:37;0741:02;0741:32;0742:37;0743:13;0743:51;0744:41;0744:54;0745:35;0746:05;0746:24;0747:12;
194,34,17,1319,1289,1,1.0000,0703:46_0703:46,0.712,2.119,1319;11124;1289;,0703:42;0704:22;0705:54;
195,3,27,11159,1346,1,1.0000,0740:12_0740:12,0.756,1.585,11159;5112;11172;1346;,0740:12;0740:36;0740:59;0741:48;
196,2,21,11123,6253,1,1.0000,0735:26_0735:26,5.394,10.258,11123;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0735:24;0735:52;0736:29;0736:43;0736:56;0737:30;0738:35;0739:05;0739:30;0740:00;0741:05;0741:41;0742:20;0743:10;0743:23;0744:04;0744:33;0744:53;0745:42;
197,17,13,1289,5034,1,1.0000,0751:33_0751:33,2.173,4.137,1289;4952;5022;5524;5863;5009;5027;11129;5034;,0751:30;0752:15;0753:18;0753:37;0754:24;0754:43;0754:58;0755:13;0755:42;
198,41,13,5578,5034,1,1.0000,0742:21_0742:21,3.376,5.445,5578;5436;5018;5017;11124;5022;5524;5863;5009;5027;11129;5034;,0742:18;0743:01;0743:44;0744:25;0745:02;0745:16;0745:36;0746:30;0746:49;0747:04;0747:18;0747:48;
199,1,9,5577,5356,1,1.0000,0748:21_0748:21,6.567,12.048,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0748:18;0748:39;0749:22;0750:03;0750:40;0750:54;0751:07;0751:41;0752:46;0753:16;0753:42;0754:11;0755:16;0755:53;0756:31;0757:21;0757:34;0758:15;0758:45;0759:04;0759:56;0800:24;
200,17,24,1289,1325,1,1.0000,0757:12_0757:12,4.110,8.996,1289;4952;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;11910;10853;1325;,0757:12;0757:53;0758:50;0759:10;0759:57;0800:16;0800:31;0801:12;0801:22;0801:53;0802:26;0804:18;0804:32;0804:53;0805:13;0805:38;0806:12;
