agent_id,o_zone_id,d_zone_id,o_node_id,d_node_id,agent_type,PCE,time_period,distance,travel_time,node_sequence,time_sequence
251,12,41,11151,5578,1,1.0000,0723:52_0723:52,3.388,6.333,11151;5109;11150;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0723:48;0724:30;0724:40;0725:10;0725:25;0725:44;0726:31;0726:51;0727:54;0728:38;0729:05;0729:30;0730:12;
252,2,11,11123,5119,1,1.0000,0738:40_0738:40,3.843,7.732,11123;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0738:36;0739:06;0739:42;0739:56;0740:24;0741:10;0741:30;0741:45;0742:14;0742:25;0742:56;0743:36;0745:28;0745:42;0746:03;0746:16;0746:24;
253,1,32,5577,1285,1,1.0000,0727:19_0727:19,0.932,1.780,5577;5436;5018;1285;,0727:18;0727:37;0728:20;0729:06;
254,41,27,5578,1346,1,1.0000,0753:40_0753:40,3.443,5.324,5578;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;1346;,0753:36;0754:20;0755:03;0755:45;0756:06;0756:26;0756:45;0757:14;0757:32;0757:50;0758:13;0759:00;
255,11,17,5119,1289,1,1.0000,0700:01_0700:01,3.820,7.881,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;4952;1289;,0700:00;0700:07;0700:20;0700:41;0700:55;0702:47;0703:20;0703:51;0704:01;0704:31;0704:46;0705:05;0705:52;0706:12;0707:08;0707:54;
256,3,38,11159,1397,1,1.0000,0707:54_0707:54,2.840,5.298,11159;5112;11172;5210;5211;5209;5208;11261;1397;,0707:54;0708:17;0708:40;0709:26;0709:51;0710:23;0711:00;0711:21;0713:12;
257,1,16,5577,11827,1,1.0000,0738:35_0738:35,0.904,1.711,5577;5436;11125;5440;11827;,0738:30;0738:54;0739:19;0739:46;0740:18;
258,2,11,11123,5119,1,1.0000,0707:13_0707:13,3.843,7.467,11123;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0707:12;0707:40;0708:16;0708:30;0708:50;0709:37;0709:56;0710:11;0710:41;0710:51;0711:22;0711:55;0713:47;0714:01;0714:22;0714:35;0714:42;
259,11,13,5119,5034,1,1.0000,0709:37_0709:37,2.487,5.468,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;11129;5034;,0709:36;0709:44;0709:57;0710:18;0710:32;0712:36;0713:08;0713:39;0713:50;0714:19;0714:33;0715:06;
260,32,41,1285,5578,1,1.0000,0717:21_0717:21,1.183,2.134,1285;5018;5436;5578;,0717:18;0718:02;0718:45;0719:30;
261,7,41,11281,5578,1,1.0000,0752:57_0752:57,5.559,10.635,11281;5214;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;5440;11125;5436;5578;,0752:54;0753:53;0754:43;0755:21;0755:57;0757:02;0757:32;0757:57;0758:28;0759:32;0800:06;0800:20;0801:16;0802:00;0802:28;0802:53;0803:36;
262,27,41,1346,5578,1,1.0000,0717:21_0717:21,3.443,5.339,1346;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0717:18;0718:04;0718:27;0718:45;0719:03;0719:32;0719:51;0720:12;0720:33;0721:15;0721:57;0722:42;
263,2,14,11123,5037,1,1.0000,0725:06_0725:06,2.855,4.996,11123;5017;11124;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0725:06;0725:32;0726:08;0726:22;0726:42;0727:29;0727:48;0728:03;0728:35;0728:50;0729:05;0729:22;0730:06;
264,11,41,5119,5578,1,1.0000,0700:12_0700:12,4.934,9.588,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0700:12;0700:19;0700:31;0700:53;0701:07;0702:59;0703:31;0704:02;0704:13;0704:42;0704:58;0705:17;0706:04;0706:23;0707:30;0708:14;0708:41;0709:06;0709:48;
265,2,11,11123,5119,1,1.0000,0709:49_0709:49,3.843,7.672,11123;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0709:48;0710:15;0710:52;0711:06;0711:36;0712:22;0712:42;0712:57;0713:26;0713:37;0714:08;0714:40;0716:32;0716:46;0717:08;0717:20;0717:30;
266,1,21,5577,6253,1,1.0000,0741:45_0741:45,6.324,11.547,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0741:42;0742:03;0742:46;0743:28;0744:04;0744:18;0744:31;0745:05;0746:10;0746:41;0747:06;0747:35;0748:40;0749:17;0749:55;0750:45;0750:58;0751:39;0752:09;0752:28;0753:18;
267,32,11,1285,5119,1,1.0000,0713:03_0713:03,4.317,8.840,1285;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0713:00;0713:44;0714:26;0715:02;0715:24;0715:43;0716:30;0716:49;0717:04;0717:42;0717:52;0718:23;0718:56;0720:48;0721:12;0721:33;0721:46;0721:54;
268,7,11,11281,5119,1,1.0000,0700:30_0700:30,3.790,7.590,11281;5214;6256;5232;5219;11173;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0700:30;0701:25;0702:15;0702:53;0703:30;0704:35;0705:04;0705:46;0706:00;0706:13;0706:27;0706:40;0706:54;0707:08;0707:22;0707:43;0707:56;0708:06;
269,17,14,1289,5037,1,1.0000,0711:27_0711:27,2.208,4.239,1289;4952;5440;11127;11126;5441;5861;10872;5030;11128;5037;,0711:24;0712:09;0712:53;0713:19;0713:51;0714:03;0714:13;0714:25;0714:43;0715:00;0715:42;
270,2,17,11123,1289,1,1.0000,0735:41_0735:41,1.022,1.912,11123;5017;5018;1289;,0735:36;0736:07;0736:49;0737:36;
271,31,14,1314,5037,1,1.0000,0720:53_0720:53,3.118,5.812,1314;11146;5017;11124;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0720:48;0721:40;0722:01;0722:37;0722:51;0723:18;0724:04;0724:24;0724:39;0725:11;0725:25;0725:41;0725:57;0726:42;
272,34,21,1322,6253,1,1.0000,0742:02_0742:02,3.615,7.555,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0742:00;0742:40;0743:04;0743:33;0744:39;0745:15;0746:00;0746:50;0747:03;0747:44;0748:13;0748:33;0749:36;
273,3,31,11159,1318,1,1.0000,0755:01_0755:01,0.707,1.477,11159;5112;11160;1318;,0755:00;0755:25;0755:42;0756:30;
274,19,39,1352,1404,1,1.0000,0715:03_0715:03,1.852,4.442,1352;6256;5232;11183;5215;5588;11184;11257;1404;,0715:00;0715:47;0716:25;0717:02;0717:27;0717:45;0718:10;0719:01;0719:30;
275,33,21,1351,6253,1,1.0000,0745:35_0745:35,2.522,4.705,1351;5209;5208;11261;5214;11259;5587;5174;5868;6253;,0745:30;0746:18;0746:55;0747:17;0747:45;0747:58;0748:39;0749:09;0749:28;0750:18;
276,37,21,1349,6253,1,1.0000,0724:05_0724:05,2.646,5.608,1349;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0724:00;0724:52;0725:36;0726:14;0727:04;0727:24;0728:05;0728:34;0728:54;0729:42;
277,3,34,11159,1322,1,1.0000,0746:33_0746:33,0.725,1.450,11159;5112;5589;1322;,0746:30;0746:56;0747:19;0748:00;
278,17,40,1289,1296,1,1.0000,0702:39_0702:39,2.105,4.434,1289;4952;5022;5524;5863;5009;5240;1296;,0702:36;0703:21;0704:30;0704:49;0705:36;0705:55;0706:25;0707:06;
279,25,11,1354,5119,1,1.0000,0759:59_0759:59,1.474,3.116,1354;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0759:54;0800:46;0800:59;0801:13;0801:27;0801:40;0801:54;0802:08;0802:21;0802:43;0802:56;0803:06;
280,1,31,5577,1314,1,1.0000,0748:00_0748:00,1.717,2.890,5577;5436;5018;5017;11146;1314;,0748:00;0748:19;0749:01;0749:43;0750:04;0750:54;
281,6,3,5238,11159,1,1.0000,0729:00_0729:00,2.654,4.183,5238;5208;5209;5211;5210;11172;5112;11159;,0729:00;0730:01;0730:38;0731:10;0731:35;0732:21;0732:43;0733:12;
282,41,15,5578,4899,1,1.0000,0750:19_0750:19,2.332,3.981,5578;5436;11125;5440;11127;11126;5441;5861;10872;5030;4899;,0750:18;0750:59;0751:24;0751:52;0752:18;0752:50;0753:02;0753:12;0753:24;0753:42;0754:18;
283,1,28,5577,1359,1,1.0000,0742:36_0742:36,4.773,9.098,5577;5436;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0742:36;0742:54;0743:37;0744:18;0744:55;0745:09;0745:29;0746:16;0746:35;0746:50;0747:19;0747:30;0748:01;0748:48;0750:40;0750:52;0751:05;0751:17;0751:42;
284,5,36,11282,1299,1,1.0000,0706:54_0706:54,5.532,9.686,11282;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;11129;1299;,0706:54;0707:22;0707:59;0708:31;0708:55;0709:41;0710:04;0710:27;0710:50;0711:16;0711:46;0712:51;0713:25;0713:38;0713:58;0714:45;0715:04;0715:19;0715:33;0716:36;
285,17,20,1289,1356,1,1.0000,0753:31_0753:31,3.868,8.076,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1356;,0753:30;0754:13;0755:09;0755:22;0755:56;0757:01;0757:31;0757:57;0758:26;0759:31;0800:08;0800:46;0801:36;
286,16,11,11827,5119,1,1.0000,0713:13_0713:13,4.159,8.368,11827;5440;4952;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0713:12;0713:35;0714:19;0715:15;0715:42;0716:28;0716:48;0717:03;0717:32;0717:43;0718:14;0718:46;0720:38;0720:52;0721:14;0721:26;0721:36;
287,3,11,11159,5119,1,1.0000,0724:45_0724:45,2.338,4.142,11159;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0724:42;0725:09;0725:31;0725:55;0726:36;0726:50;0727:04;0727:17;0727:31;0727:45;0727:58;0728:12;0728:34;0728:46;0728:54;
288,5,8,11282,10847,1,1.0000,0751:51_0751:51,2.315,4.146,11282;5208;11261;5214;11259;5587;5174;5868;5216;10847;,0751:48;0752:18;0752:40;0753:08;0753:21;0754:02;0754:32;0754:51;0755:43;0756:00;
289,11,34,5119,1322,1,1.0000,0757:10_0757:10,2.059,4.026,5119;5727;5118;11255;5117;5;4;3;2;1;5592;5114;5589;1322;,0757:06;0757:16;0757:29;0757:51;0758:04;0758:18;0758:32;0758:45;0758:59;0759:13;0759:26;0800:08;0800:31;0801:12;
290,34,11,1322,5119,1,1.0000,0705:56_0705:56,2.059,4.064,1322;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0705:54;0706:34;0706:57;0707:39;0707:53;0708:06;0708:20;0708:34;0708:47;0709:01;0709:15;0709:36;0709:49;0710:00;
291,19,9,1352,5356,1,1.0000,0716:12_0716:12,2.271,4.787,1352;6256;5214;11259;5587;5174;5868;5216;5356;,0716:12;0716:56;0717:54;0718:07;0718:48;0719:17;0719:37;0720:29;0721:00;
292,6,31,5238,1318,1,1.0000,0706:15_0706:15,2.849,4.746,5238;5208;5209;5211;5210;11172;5112;11160;1318;,0706:12;0707:15;0707:52;0708:24;0708:49;0709:35;0709:58;0710:15;0711:00;
293,3,21,11159,6253,1,1.0000,0739:06_0739:06,3.894,7.694,11159;5112;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0739:06;0739:30;0739:52;0740:16;0740:54;0741:59;0742:35;0743:13;0744:12;0744:25;0745:06;0745:35;0745:55;0746:48;
294,21,24,6253,1325,1,1.0000,0734:47_0734:47,2.529,5.909,6253;5868;5216;11507;5175;6185;8172;5730;11763;7210;10854;5118;11910;10853;1325;,0734:42;0735:34;0736:26;0737:00;0737:12;0737:25;0738:07;0738:34;0738:51;0739:02;0739:12;0739:25;0739:46;0740:11;0740:42;
295,9,41,5356,5578,1,1.0000,0746:37_0746:37,6.729,12.775,5356;5216;5868;5174;5587;11259;5214;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;5440;11125;5436;5578;,0746:36;0747:03;0747:55;0748:14;0748:44;0749:25;0749:38;0750:28;0751:06;0751:42;0752:48;0753:17;0753:42;0754:13;0755:18;0755:51;0756:05;0757:01;0757:45;0758:13;0758:38;0759:24;
296,26,21,1323,6253,1,1.0000,0757:25_0757:25,3.775,7.678,1323;5592;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0757:24;0758:11;0758:53;0759:22;0800:27;0801:04;0801:42;0802:32;0802:45;0803:26;0803:55;0804:15;0805:06;
297,5,14,11282,5037,1,1.0000,0750:48_0750:48,6.105,10.493,11282;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0750:48;0751:15;0751:52;0752:24;0752:49;0753:35;0753:58;0754:20;0754:44;0755:09;0755:40;0756:44;0757:18;0757:32;0757:52;0758:38;0758:58;0759:13;0759:45;0759:59;0800:15;0800:31;0801:18;
298,15,22,4899,3689,1,1.0000,0709:03_0709:03,3.616,7.348,4899;5030;4958;5010;5027;11150;5109;4804;5106;5117;1358;3000;3001;8172;6185;5175;11507;3689;,0709:00;0709:34;0709:50;0710:04;0710:36;0711:05;0711:16;0711:47;0712:20;0714:12;0714:24;0714:37;0714:49;0715:02;0715:44;0715:56;0716:09;0716:24;
299,17,25,1289,1354,1,1.0000,0739:52_0739:52,2.867,6.327,1289;4952;5022;11147;5820;5103;11161;5114;5592;1354;,0739:48;0740:33;0741:42;0742:06;0742:39;0743:44;0744:15;0744:40;0745:21;0746:12;
300,32,1,1285,5577,1,1.0000,0721:35_0721:35,0.932,1.716,1285;5018;5436;5577;,0721:30;0722:15;0722:58;0723:18;
301,35,6,1290,5238,1,1.0000,0703:49_0703:49,5.143,8.970,1290;4952;5022;11147;5820;5103;11161;5114;5589;5112;11172;5210;5211;5209;5208;5238;,0703:48;0704:32;0705:29;0705:42;0706:16;0707:21;0707:51;0708:17;0708:40;0709:03;0709:26;0710:12;0710:36;0711:08;0711:45;0712:48;
302,37,23,1349,1361,1,1.0000,0749:41_0749:41,2.552,6.207,1349;5219;5232;11183;5215;5588;11184;11257;5175;5729;5728;1361;,0749:36;0750:28;0751:04;0751:42;0752:06;0752:24;0752:50;0753:40;0754:12;0754:40;0755:20;0755:54;
303,19,18,1352,1286,1,1.0000,0702:57_0702:57,4.743,10.036,1352;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;5440;11125;1286;,0702:54;0703:41;0704:30;0705:06;0706:11;0706:41;0707:06;0707:36;0708:41;0709:15;0709:28;0710:25;0711:09;0711:36;0713:00;
304,32,15,1285,4899,1,1.0000,0752:14_0752:14,2.640,4.750,1285;5018;5436;11125;5440;11127;11126;5441;5861;10872;5030;4899;,0752:12;0752:55;0753:38;0754:03;0754:31;0754:57;0755:28;0755:40;0755:51;0756:03;0756:21;0757:00;
305,19,41,1352,5578,1,1.0000,0759:21_0759:21,4.553,7.040,1352;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0759:18;0800:04;0800:36;0801:01;0801:47;0802:10;0802:27;0802:46;0803:15;0803:34;0803:54;0804:15;0804:57;0805:39;0806:24;
306,14,24,5037,1325,1,1.0000,0737:40_0737:40,3.435,7.628,5037;11128;5030;4958;5010;5027;11150;5109;4804;5106;5117;11255;5118;11910;10853;1325;,0737:36;0738:21;0738:38;0738:54;0739:08;0739:40;0740:18;0740:28;0740:59;0741:32;0743:24;0743:38;0743:59;0744:19;0744:44;0745:18;
307,12,9,11151,5356,1,1.0000,0747:06_0747:06,2.947,6.398,11151;5109;4804;5106;5117;1358;3000;3001;8172;6185;5175;11507;5216;5356;,0747:06;0747:33;0748:03;0748:36;0750:28;0750:40;0750:53;0751:05;0751:18;0752:00;0752:13;0752:25;0752:59;0753:30;
308,14,24,5037,1325,1,1.0000,0729:01_0729:01,3.435,7.679,5037;11128;5030;4958;5010;5027;11150;5109;4804;5106;5117;11255;5118;11910;10853;1325;,0729:00;0729:42;0729:59;0730:15;0730:29;0731:01;0731:42;0731:52;0732:23;0732:56;0734:48;0735:02;0735:23;0735:43;0736:08;0736:42;
309,3,28,11159,1359,1,1.0000,0712:25_0712:25,2.338,4.268,11159;5112;5589;5114;5592;1;2;3;4;5;5117;1358;3000;3001;1359;,0712:24;0712:49;0713:12;0713:35;0714:17;0714:31;0714:44;0714:58;0715:11;0715:25;0715:39;0715:51;0716:04;0716:16;0716:42;
310,35,13,1290,5034,1,1.0000,0751:26_0751:26,2.182,4.055,1290;4952;5022;5524;5863;5009;5027;11129;5034;,0751:24;0752:09;0753:06;0753:26;0754:13;0754:32;0754:47;0755:01;0755:30;
311,5,19,11282,1352,1,1.0000,0743:40_0743:40,0.918,1.832,11282;5208;5209;1352;,0743:36;0744:07;0744:44;0745:30;
312,35,14,1290,5037,1,1.0000,0732:18_0732:18,2.217,4.299,1290;4952;5440;11127;11126;5441;5861;10872;5030;11128;5037;,0732:18;0733:01;0733:45;0734:11;0734:43;0734:55;0735:05;0735:17;0735:35;0735:52;0736:36;
313,3,34,11159,1322,1,1.0000,0735:40_0735:40,0.725,1.422,11159;5112;5589;1322;,0735:36;0736:04;0736:26;0737:06;
314,12,11,11151,5119,1,1.0000,0717:52_0717:52,1.936,4.533,11151;5109;4804;5106;5117;11255;5118;5727;5119;,0717:48;0718:18;0719:00;0719:32;0721:24;0721:38;0721:59;0722:12;0722:24;
315,11,16,5119,11827,1,1.0000,0702:54_0702:54,4.159,8.591,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;4952;5440;11827;,0702:54;0703:01;0703:13;0703:35;0703:49;0705:48;0706:20;0706:51;0707:02;0707:31;0707:46;0708:05;0708:52;0709:12;0710:08;0710:53;0711:30;
316,8,24,10847,1325,1,1.0000,0717:03_0717:03,1.928,4.548,10847;5216;11507;5175;6185;8172;5730;11763;7210;10854;5118;11910;10853;1325;,0717:00;0717:18;0717:52;0718:04;0718:17;0718:59;0719:26;0719:43;0719:54;0720:04;0720:17;0720:38;0721:03;0721:36;
317,34,17,1319,1289,1,1.0000,0713:52_0713:52,0.712,2.125,1319;11124;1289;,0713:48;0714:27;0716:00;
318,14,7,5037,11281,1,1.0000,0748:47_0748:47,5.789,11.212,5037;11128;5030;4958;5010;5027;5009;5863;5524;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11281;,0748:42;0749:28;0749:45;0750:01;0750:15;0750:47;0751:02;0751:21;0752:08;0752:28;0752:41;0753:15;0754:20;0754:50;0755:16;0755:45;0756:50;0757:36;0758:14;0759:04;0800:00;
319,17,20,1289,1356,1,1.0000,0732:16_0732:16,3.868,8.030,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1356;,0732:12;0732:57;0733:54;0734:07;0734:41;0735:46;0736:16;0736:41;0737:11;0738:16;0738:52;0739:31;0740:18;
320,2,34,11123,1319,1,1.0000,0739:08_0739:08,0.633,1.155,11123;5017;11146;1319;,0739:06;0739:34;0739:55;0740:18;
321,18,41,1286,5578,1,1.0000,0723:11_0723:11,1.154,2.506,1286;11125;5436;5578;,0723:06;0724:31;0724:56;0725:42;
322,25,34,1354,1322,1,1.0000,0733:20_0733:20,1.111,2.554,1354;5592;5114;5589;1322;,0733:18;0734:08;0734:49;0735:13;0735:54;
323,32,38,1285,1397,1,1.0000,0725:22_0725:22,4.821,8.317,1285;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;11261;1397;,0725:18;0726:03;0726:45;0727:06;0727:26;0727:46;0728:15;0728:33;0728:51;0729:14;0730:00;0730:24;0730:56;0731:33;0731:54;0733:42;
324,3,13,11159,5034,1,1.0000,0706:50_0706:50,3.679,6.364,11159;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;11129;5034;,0706:48;0707:13;0707:36;0708:00;0708:25;0708:55;0710:00;0710:34;0710:47;0711:07;0711:54;0712:13;0712:28;0712:43;0713:12;
325,34,26,1322,1323,1,1.0000,0731:17_0731:17,0.388,1.115,1322;11161;1323;,0731:12;0732:02;0732:24;
326,2,11,11123,5119,1,1.0000,0703:23_0703:23,3.843,7.702,11123;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0703:18;0703:50;0704:26;0704:40;0705:00;0705:47;0706:06;0706:21;0707:00;0707:10;0707:41;0708:14;0710:06;0710:20;0710:41;0710:54;0711:06;
327,17,16,1289,11827,1,1.0000,0737:06_0737:06,0.824,1.795,1289;4952;5440;11827;,0737:06;0737:47;0738:32;0738:54;
328,3,18,11159,1286,1,1.0000,0747:58_0747:58,3.479,5.730,11159;5112;11160;5113;11148;5736;11146;5017;5018;5436;11125;1286;,0747:54;0748:21;0748:39;0748:58;0749:27;0749:46;0750:06;0750:27;0751:09;0751:51;0752:16;0753:42;
329,1,31,5577,1314,1,1.0000,0710:40_0710:40,1.717,2.931,5577;5436;5018;5017;11146;1314;,0710:36;0710:58;0711:41;0712:22;0712:43;0713:36;
330,34,5,1322,11282,1,1.0000,0745:27_0745:27,2.492,4.243,1322;5589;5112;11172;5210;5211;5209;5208;11282;,0745:24;0746:05;0746:28;0746:51;0747:37;0748:01;0748:33;0749:10;0749:42;
331,17,31,1289,1314,1,1.0000,0740:58_0740:58,1.286,2.619,1289;5018;5017;11146;1314;,0740:54;0741:43;0742:25;0742:46;0743:36;
332,34,8,1322,10847,1,1.0000,0721:20_0721:20,3.793,7.762,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;10847;,0721:18;0721:58;0722:22;0723:00;0724:05;0724:41;0725:19;0726:09;0726:22;0727:03;0727:33;0727:52;0728:44;0729:06;
333,31,11,1318,5119,1,1.0000,0735:27_0735:27,2.533,4.741,1318;11160;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0735:24;0736:08;0736:26;0736:48;0737:12;0737:54;0738:07;0738:21;0738:34;0738:48;0739:02;0739:15;0739:29;0739:51;0740:03;0740:12;
334,3,38,11159,1397,1,1.0000,0747:53_0747:53,2.840,5.212,11159;5112;11172;5210;5211;5209;5208;11261;1397;,0747:48;0748:16;0748:39;0749:25;0749:50;0750:22;0750:59;0751:20;0753:06;
335,32,10,1285,5929,1,1.0000,0724:15_0724:15,5.532,11.448,1285;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;11183;5215;5588;11184;11257;5175;5729;5929;,0724:12;0724:55;0725:37;0726:14;0726:36;0726:49;0727:23;0728:27;0728:58;0729:23;0729:53;0730:58;0731:34;0732:12;0732:36;0732:54;0733:20;0734:10;0734:42;0735:10;0735:42;
336,7,30,11281,1360,1,1.0000,0704:22_0704:22,2.983,6.024,11281;5214;11259;5587;5174;5868;5216;11507;5175;6185;8172;5730;1360;,0704:18;0705:17;0705:30;0706:11;0706:41;0707:00;0707:52;0708:26;0708:39;0708:51;0709:33;0710:00;0710:24;
337,2,41,11123,5578,1,1.0000,0717:46_0717:46,1.705,2.521,11123;5017;5018;5436;5578;,0717:42;0718:12;0718:54;0719:37;0720:18;
338,1,24,5577,1325,1,1.0000,0715:05_0715:05,5.062,9.715,5577;5436;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;11910;10853;1325;,0715:00;0715:23;0716:06;0716:47;0717:24;0717:38;0717:58;0718:45;0719:04;0719:19;0719:48;0719:59;0720:30;0721:02;0722:55;0723:08;0723:30;0723:50;0724:15;0724:48;
339,3,41,11159,5578,1,1.0000,0721:57_0721:57,3.200,4.643,11159;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0721:54;0722:21;0722:38;0722:57;0723:26;0723:45;0724:05;0724:26;0725:08;0725:50;0726:36;
340,17,41,1289,5578,1,1.0000,0733:57_0733:57,1.207,2.234,1289;5018;5436;5578;,0733:54;0734:42;0735:25;0736:12;
341,3,38,11159,1397,1,1.0000,0726:17_0726:17,2.840,5.205,11159;5112;11172;5210;5211;5209;5208;11261;1397;,0726:12;0726:41;0727:04;0727:50;0728:14;0728:46;0729:23;0729:45;0731:30;
342,8,14,10847,5037,1,1.0000,0748:04_0748:04,3.970,8.233,10847;5216;11507;5175;6185;8172;3000;1358;5117;5106;4804;5109;11150;5027;5010;4958;5030;11128;5037;,0748:00;0748:19;0748:53;0749:05;0749:18;0750:00;0750:12;0750:25;0750:37;0752:29;0753:02;0753:33;0753:43;0754:13;0754:45;0754:59;0755:15;0755:32;0756:18;
343,28,41,1359,5578,1,1.0000,0706:28_0706:28,4.934,9.619,1359;3001;3000;1358;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0706:24;0706:49;0707:02;0707:14;0707:27;0709:19;0709:51;0710:22;0710:33;0711:02;0711:17;0711:36;0712:23;0712:43;0713:48;0714:32;0714:59;0715:24;0716:06;
344,37,9,1349,5356,1,1.0000,0731:28_0731:28,2.890,6.027,1349;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0731:24;0732:15;0732:51;0733:36;0734:26;0734:39;0735:20;0735:49;0736:09;0737:01;0737:30;
345,37,18,1353,1286,1,1.0000,0728:02_0728:02,3.639,7.661,1353;5589;5114;11161;5103;5820;11147;5022;4952;5440;11125;1286;,0728:00;0728:46;0729:09;0729:35;0730:12;0731:16;0731:50;0732:03;0733:00;0733:54;0734:21;0735:42;
346,9,28,5356,1359,1,1.0000,0728:53_0728:53,1.028,2.503,5356;5216;11507;5175;6185;1359;,0728:48;0729:19;0729:53;0730:05;0730:18;0731:24;
347,7,20,11281,1356,1,1.0000,0719:18_0719:18,1.118,2.785,11281;5214;6256;1356;,0719:18;0720:14;0721:18;0722:06;
348,2,23,11123,1361,1,1.0000,0750:47_0750:47,5.299,11.408,11123;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;11183;5215;5588;11184;11257;5175;5729;5728;1361;,0750:42;0751:13;0751:50;0752:04;0752:17;0752:51;0753:56;0754:26;0754:51;0755:21;0756:36;0757:12;0757:50;0758:14;0758:32;0759:06;0759:56;0800:28;0800:55;0801:35;0802:12;
349,27,19,1348,1352,1,1.0000,0721:57_0721:57,1.117,2.435,1348;5210;5211;5209;1352;,0721:54;0722:41;0723:05;0723:37;0724:24;
350,35,20,1290,1356,1,1.0000,0729:07_0729:07,3.877,8.071,1290;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1356;,0729:06;0729:50;0730:47;0731:00;0731:34;0732:39;0733:09;0733:35;0734:04;0735:09;0735:46;0736:24;0737:12;
351,5,39,11282,1404,1,1.0000,0720:36_0720:36,2.766,5.796,11282;5208;11261;5214;6256;5232;11183;5215;5588;11184;11257;1404;,0720:36;0721:03;0721:25;0721:53;0722:43;0723:21;0723:59;0724:23;0724:41;0725:07;0725:57;0726:24;
352,41,13,5578,5034,1,1.0000,0709:50_0709:50,3.376,5.355,5578;5436;5018;5017;11124;5022;5524;5863;5009;5027;11129;5034;,0709:48;0710:31;0711:13;0711:55;0712:31;0712:45;0713:05;0713:52;0714:11;0714:26;0714:40;0715:12;
353,6,32,5238,1285,1,1.0000,0702:01_0702:01,4.636,7.378,5238;5208;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;1285;,0702:00;0703:02;0703:38;0704:10;0704:42;0705:27;0705:50;0706:08;0706:26;0706:55;0707:15;0707:35;0707:56;0708:38;0709:24;
