name,road_link_id,from_node_id,to_node_id,direction,length,lanes,free_speed,capacity,link_type,link_type_name,jam_density,demand_type_code,count_sensor_id,speed_sensor_id
700 West,0,5030,4899,1,0.2603,2,30,633,4,Major arterial,1123,,,
Connector,0,5209,1351,1,0.2524,7,21,10000,1,Zone Connector,1124,,,
Connector,0,5209,1352,1,0.2516,7,21,10000,1,Zone Connector,1125,,,
1300 West,0,5103,5820,1,0.5746,1,32,666,4,Major arterial,1126,,,
1300 West,0,5103,11161,1,0.2721,1,32,666,4,Major arterial,1127,,,
Connector,0,5210,1348,1,0.2525,7,21,10000,1,Zone Connector,1128,,,
Connector,0,5210,1349,1,0.2309,7,21,10000,1,Zone Connector,1129,,,
700 West,0,5106,4804,1,0.2604,1,29,666,4,Major arterial,1130,,,
700 West,0,5106,5117,1,0.7477,1,24,633,4,Major arterial,1131,,,
500 West,0,5106,10852,1,0.0551,1,24,633,4,Major arterial,1132,,,
700 West,0,5109,4804,1,0.2489,1,29,666,4,Major arterial,1133,,,
700 West,0,5109,11150,1,0.0875,1,29,666,4,Major arterial,1134,,,
1300 West,0,5114,11161,1,0.2244,1,32,666,4,Major arterial,1135,,,
1300 West,0,5114,11173,1,0.2362,1,29,666,4,Major arterial,1136,,,
700 West,0,5117,5106,1,0.7477,1,24,633,4,Major arterial,1137,,,
500 West,0,5118,10854,1,0.0913,1,24,633,4,Major arterial,1138,,,
500 West,0,5118,11910,1,0.1358,1,24,633,4,Major arterial,1139,,,
9800 South,0,5175,5729,1,0.1853,1,24,633,4,Major arterial,1140,,,
9800 South,0,5175,11257,1,0.2117,1,24,633,4,Major arterial,1141,,,
9800 South,0,5211,11180,1,0.3029,1,29,666,4,Major arterial,1142,,,
9800 South,0,5211,11181,1,0.4027,1,29,666,4,Major arterial,1143,,,
1300 West,0,5214,6256,1,0.4031,1,29,666,4,Major arterial,1144,,,
1300 West,0,5214,11281,1,0.4441,1,29,666,4,Major arterial,1145,,,
9800 South,0,5215,5588,1,0.1435,1,29,666,4,Major arterial,1146,,,
Connector,0,5219,1349,1,0.2726,7,21,10000,1,Zone Connector,1147,,,
Connector,0,5219,1355,1,0.2329,7,21,10000,1,Zone Connector,1148,,,
9800 South,0,5215,11183,1,0.1961,1,29,666,4,Major arterial,1149,,,
500 West,0,5216,10847,1,0.1274,2,30,633,4,Major arterial,1150,,,
300 West,0,5216,11507,1,0.2346,2,25,601,4,Major arterial,1151,,,
1300 West,0,5219,5232,1,0.293,1,29,666,4,Major arterial,1152,,,
1300 West,0,5219,11173,1,0.5262,1,29,666,4,Major arterial,1153,,,
1300 West,0,5232,5219,1,0.293,1,29,666,4,Major arterial,1154,,,
1300 West,0,5232,6256,1,0.3069,1,29,666,4,Major arterial,1155,,,
Connector,0,5240,1296,1,0.2056,7,21,10000,1,Zone Connector,1156,,,
9800 South,0,5232,11182,1,0.0505,1,29,666,4,Major arterial,1157,,,
9800 South,0,5232,11183,1,0.3048,1,29,666,4,Major arterial,1158,,,
1300 West,0,5440,4952,1,0.39199,1,32,666,4,Major arterial,1159,,,
1300 West,0,5440,11827,1,0.18981,1,32,666,4,Major arterial,1160,,,
9800 South,0,5588,5215,1,0.1435,1,29,666,4,Major arterial,1161,,,
